ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalSpend,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,TotalCampaignsAccepted,Complain
1118,1966,58,Master,Married,47700.0,0,0,2021-08-26,77,236,60,108,40,15,41,500,2,7,5,6,4,0,0,0,0,0,0,0,0
1119,1966,58,Graduation,Single,81200.0,0,1,2022-07-18,54,247,32,62,173,276,20,810,2,4,2,3,4,0,0,0,0,0,0,0,0
1120,1975,49,Graduation,Single,180000.0,0,0,2022-11-01,58,1739,19,111,59,94,49,2071,0,3,2,3,4,0,0,0,0,0,0,0,0
1121,1969,55,Master,Single,27500.0,0,0,2022-05-31,4,393,6,315,10,6,71,801,4,5,7,5,6,0,0,0,0,0,0,0,0
1122,1975,49,2n Cycle,Married,62100.0,0,1,2020-07-22,29,1300,203,150,16,156,22,1847,5,1,4,6,3,1,0,0,0,0,0,1,0
1123,1976,48,Master,Single,35600.0,0,0,2020-08-22,3,1083,8,568,13,510,17,2199,0,7,3,12,6,0,0,1,0,0,0,1,0
1124,1992,32,Master,Married,38600.0,2,1,2021-03-16,14,152,14,283,11,29,27,516,2,9,0,6,7,0,0,0,0,0,0,0,0
1125,1965,59,PhD,Divorced,35400.0,1,0,2022-05-30,34,334,88,244,500,21,18,1205,3,4,2,7,4,0,0,0,0,0,0,0,0
1126,1958,66,PhD,Together,29100.0,1,0,2022-07-13,73,1968,7,109,12,17,15,2128,0,6,6,4,7,0,0,0,0,0,1,0,0
1127,1971,53,Graduation,Married,49000.0,0,2,2021-04-12,54,610,14,336,40,22,18,1040,2,3,3,7,10,0,0,0,0,0,0,0,0
1128,1960,64,Graduation,Married,24600.0,0,1,2022-04-27,65,547,21,1084,42,75,76,1845,1,7,1,9,4,0,0,0,0,0,0,0,0
1129,1985,39,Graduation,Married,78800.0,2,0,2021-11-25,59,908,23,56,38,18,26,1069,2,5,4,3,5,0,0,0,0,0,0,0,0
1130,1965,59,Graduation,Single,51300.0,0,1,2022-07-17,23,563,11,164,19,77,168,1002,1,2,4,4,4,0,0,0,0,1,1,1,0
1131,1962,62,Master,Married,61300.0,0,0,2022-03-27,91,612,25,870,74,32,593,2206,3,7,3,9,4,0,0,0,0,0,0,0,0
1132,1963,61,Graduation,Together,40000.0,0,0,2022-05-01,21,458,66,60,9,15,41,649,3,5,4,8,7,0,0,1,0,0,0,1,0
1133,1976,48,Graduation,Married,41900.0,1,0,2020-07-13,43,245,25,215,14,46,500,1045,3,2,1,5,6,0,0,0,0,0,0,0,0
1134,1967,57,Graduation,Single,57400.0,1,0,2021-10-02,31,147,15,102,165,25,92,546,1,4,0,7,7,0,0,0,0,0,0,0,0
1135,1961,63,PhD,Single,28600.0,0,1,2022-05-24,94,61,91,133,11,14,56,366,7,1,1,9,6,0,0,0,1,0,0,1,0
1136,1987,37,Graduation,Single,42100.0,1,1,2021-10-02,82,248,242,39,204,29,46,808,2,3,4,4,3,0,0,0,0,0,0,0,0
1137,1959,65,Master,Single,33100.0,0,2,2021-06-06,50,519,92,559,226,29,8,1433,1,8,1,5,9,0,0,0,0,0,0,0,0
1138,1969,55,Graduation,Married,32600.0,0,1,2022-02-05,84,422,8,214,232,17,29,922,3,4,4,3,6,1,0,0,0,0,0,1,0
1139,1976,48,Graduation,Married,18200.0,1,0,2020-11-08,2,624,7,35,112,10,13,801,2,8,2,9,5,0,0,0,0,0,0,0,0
1140,1951,73,PhD,Single,95100.0,1,1,2022-08-29,69,358,54,326,17,39,139,933,4,6,4,5,5,0,0,0,1,0,0,1,0
1141,1974,50,Master,Married,36000.0,1,2,2020-05-17,31,6120,35,230,9,38,348,6780,1,5,5,6,4,0,0,0,0,1,1,1,0
1142,1957,67,Graduation,Together,87400.0,1,1,2020-07-05,1,2920,12,119,19,53,69,3192,2,6,2,3,3,0,0,0,0,0,0,0,0
1143,1978,46,PhD,Married,83500.0,1,1,2020-06-23,87,137,45,1816,20,51,71,2140,0,5,3,0,10,0,0,0,0,0,0,0,0
1144,1958,66,PhD,Married,27000.0,1,2,2020-07-09,58,647,31,321,9,152,142,1302,0,3,2,6,3,0,0,0,0,0,0,0,0
1145,1976,48,Graduation,Married,29700.0,1,0,2022-06-03,90,908,179,798,18,9,54,1966,2,1,4,6,7,0,0,0,0,0,0,0,0
1146,1981,43,Master,Divorced,170900.0,0,1,2020-07-16,72,203,30,233,122,228,211,1027,3,4,3,5,5,0,0,0,0,0,0,0,0
1147,1978,46,Master,Married,115900.0,2,1,2022-02-02,76,481,167,86,100,15,768,1617,3,2,0,7,10,0,0,0,0,0,0,0,0
1148,1971,53,PhD,Together,49300.0,2,2,2020-09-23,13,582,171,34,60,141,255,1243,3,3,3,10,6,0,0,0,0,0,0,0,0
1149,1966,58,Master,Married,56600.0,0,0,2020-05-02,50,354,15,77,34,56,28,564,5,1,2,9,4,0,0,0,0,0,0,0,0
1150,1962,62,Master,Single,36900.0,1,0,2021-11-06,10,496,44,858,37,16,125,1576,2,4,2,5,7,0,0,0,1,0,0,1,0
1151,1985,39,PhD,Married,61500.0,0,1,2020-09-07,77,389,25,121,62,6,28,631,5,4,2,8,3,0,0,0,0,0,0,0,0
1152,1961,63,Master,Divorced,35400.0,0,0,2022-04-21,79,689,21,598,23,6,38,1375,1,4,3,10,4,0,0,1,0,0,0,1,0
1153,1957,67,PhD,Divorced,18900.0,1,1,2021-12-25,9,1686,37,47,133,13,318,2234,0,6,5,9,6,0,0,0,0,1,0,1,0
1154,1976,48,PhD,Married,26500.0,0,0,2022-05-16,83,731,11,86,9,50,16,903,4,2,2,4,10,0,0,0,0,0,0,0,0
1155,1960,64,PhD,Divorced,50500.0,0,0,2020-04-15,79,1156,7,114,19,17,34,1347,1,7,6,4,2,0,0,0,0,0,0,0,0
1156,1958,66,Master,Absurd,29100.0,1,0,2021-08-12,57,117,15,231,14,28,176,581,3,4,1,4,3,0,0,0,0,0,0,0,0
1157,1953,71,Graduation,Single,48400.0,0,0,2021-10-01,33,2879,124,56,72,19,22,3172,3,1,4,2,6,0,0,0,0,0,1,0,0
1158,1963,61,Master,Single,29900.0,0,0,2021-12-21,79,454,22,77,10,36,8,607,0,9,3,8,4,0,0,0,0,0,0,0,0
1159,1968,56,Master,Married,34400.0,1,0,2020-07-31,77,226,28,141,15,7,11,428,4,6,1,6,8,0,0,0,0,0,0,0,0
1160,1971,53,Graduation,Together,75300.0,0,0,2022-11-05,52,553,79,72,73,25,31,833,1,5,1,4,3,0,0,0,0,0,0,0,0
1161,1979,45,Master,Married,56300.0,0,0,2021-03-11,27,218,8,48,18,58,49,399,2,3,2,4,4,0,0,1,0,0,1,1,0
1162,1974,50,Graduation,Married,49800.0,0,0,2020-11-12,17,399,50,197,115,725,37,1523,3,9,3,4,7,0,0,0,0,0,0,0,0
1163,1966,58,Graduation,YOLO,76300.0,0,0,2022-09-14,25,497,234,73,115,87,34,1040,4,2,4,4,8,0,0,0,0,0,0,0,0
1164,1966,58,Master,Married,63000.0,1,1,2021-04-04,6,201,34,749,25,26,57,1092,0,9,0,8,5,0,0,0,0,0,1,0,0
1165,1974,50,Graduation,Single,100100.0,1,1,2020-08-09,44,460,10,795,56,20,38,1379,1,4,0,1,5,0,0,0,1,0,1,1,0
1166,1982,42,Master,Single,40100.0,0,0,2021-12-18,97,174,26,101,542,52,24,919,3,6,2,5,12,0,0,0,0,0,1,0,0
1167,1970,54,Master,Divorced,40700.0,1,0,2022-01-22,44,174,60,363,119,12,63,791,4,5,1,9,4,0,0,0,0,1,0,1,0
1168,1963,61,PhD,Absurd,26800.0,0,1,2020-08-23,70,119,32,192,73,34,53,503,3,5,2,9,2,0,0,0,0,0,0,0,0
1169,1958,66,Graduation,Married,40700.0,0,0,2021-07-24,96,236,40,620,282,44,154,1376,2,3,2,8,8,0,0,0,0,1,0,1,0
1170,1953,71,Graduation,Married,79500.0,1,2,2021-04-08,34,242,50,138,20,28,507,985,1,6,1,4,6,1,0,0,0,0,0,1,0
1171,1976,48,PhD,Together,93300.0,1,1,2022-05-28,51,604,15,358,200,104,17,1298,5,4,1,4,2,0,0,0,0,0,0,0,0
1172,1975,49,Basic,Married,79300.0,0,0,2020-02-23,20,1094,16,284,68,31,93,1586,3,4,2,7,5,0,0,0,0,0,1,0,0
1173,1975,49,PhD,Married,21100.0,0,0,2021-07-01,27,645,17,236,248,16,55,1217,3,6,1,7,9,0,0,0,0,0,0,0,0
1174,1967,57,Graduation,Married,84100.0,0,0,2020-02-29,95,969,50,124,29,21,216,1409,0,3,0,5,2,0,0,0,0,0,0,0,0
1175,1984,40,PhD,Single,20700.0,0,0,2021-01-04,43,823,7,700,228,6,26,1790,1,5,4,4,6,0,0,0,0,0,0,0,0
1176,1963,61,PhD,Together,77000.0,0,0,2021-07-13,79,183,383,142,13,11,38,770,5,5,3,10,1,0,0,0,0,0,0,0,0
1177,1979,45,Master,Married,41900.0,1,0,2021-09-24,55,247,4,121,27,62,14,475,2,2,0,2,2,0,0,0,0,0,0,0,0
1178,1968,56,Graduation,Single,70100.0,0,1,2021-11-26,9,2225,8,106,61,190,160,2750,5,5,5,5,6,0,0,0,0,0,0,0,0
1179,1962,62,Master,Married,26400.0,1,0,2021-12-19,22,186,55,86,89,443,55,914,3,4,2,7,3,0,0,0,0,0,0,0,0
1180,1975,49,PhD,Married,87700.0,0,0,2020-01-13,47,2428,55,171,13,123,182,2972,1,8,2,3,10,0,0,0,0,0,0,0,0
1181,1973,51,Basic,Single,24800.0,0,1,2021-01-06,51,210,25,296,9,55,29,624,1,6,2,8,3,0,0,0,0,0,0,0,0
1182,1972,52,Graduation,Together,36300.0,0,0,2020-10-20,14,61,65,444,13,43,24,650,1,4,2,4,5,0,0,0,0,0,0,0,0
1183,1969,55,PhD,Single,31000.0,0,0,2022-03-31,54,256,56,208,14,150,109,793,1,5,2,6,0,0,0,0,0,0,0,0,0
1184,1968,56,2n Cycle,Married,21500.0,1,0,2020-05-22,42,787,27,921,16,18,31,1800,1,7,1,7,1,0,0,0,0,0,0,0,0
1185,1995,29,Graduation,Single,52300.0,0,0,2020-10-17,49,1947,41,218,51,285,101,2643,3,6,1,2,4,0,0,1,0,0,0,1,0
1186,1982,42,2n Cycle,Together,119000.0,0,2,2020-03-03,5,178,10,84,266,36,98,672,2,6,3,9,6,0,0,0,0,0,1,0,0
1187,1976,48,PhD,Together,179900.0,1,0,2020-07-06,32,941,37,142,45,54,76,1295,3,2,4,7,4,0,0,0,0,0,0,0,0
1188,1970,54,Graduation,Together,52400.0,1,0,2022-12-22,61,861,28,412,282,32,28,1643,3,1,4,8,7,0,0,0,0,0,0,0,0
1189,1980,44,Graduation,Divorced,85500.0,0,0,2021-03-16,54,1358,320,158,51,124,79,2090,6,3,2,8,8,0,0,0,0,0,0,0,0
1190,1974,50,PhD,Together,55900.0,0,0,2022-02-09,38,66,13,132,34,31,25,301,3,4,3,2,4,1,0,0,0,0,0,1,0
1191,1969,55,Graduation,Together,63500.0,1,0,2022-05-09,11,1946,30,84,151,51,58,2320,2,4,1,6,4,0,0,0,0,0,0,0,0
1192,1965,59,PhD,Alone,42400.0,2,1,2022-07-18,99,531,169,123,35,9,337,1204,3,1,5,2,5,0,0,0,0,0,0,0,0
1193,1968,56,Graduation,Single,54900.0,1,1,2021-11-29,30,554,58,132,19,25,202,990,4,2,1,7,5,0,0,0,0,0,0,0,0
1194,1940,84,PhD,Together,64700.0,0,0,2020-11-18,73,1016,32,334,215,111,33,1741,3,2,2,11,7,0,0,0,0,0,0,0,0
1195,1971,53,Graduation,Single,37900.0,2,0,2022-01-27,52,65,93,141,39,12,66,416,3,6,6,5,3,0,0,0,0,0,0,0,0
1196,1963,61,Master,Together,48200.0,0,1,2021-09-30,33,974,13,796,385,30,29,2227,0,4,2,3,6,0,1,1,0,0,0,2,0
1197,1986,38,Basic,Married,48600.0,0,0,2021-10-26,40,4200,249,99,28,29,68,4673,2,5,4,3,3,0,0,0,0,0,0,0,0
1198,1969,55,Basic,Together,74400.0,1,0,2020-06-22,9,138,66,252,15,19,25,515,3,1,9,5,5,0,0,0,0,0,0,0,0
1199,1955,69,Master,Divorced,30000.0,0,0,2020-04-17,51,307,5,35,16,103,23,489,3,5,2,7,2,0,0,0,0,0,0,0,0
1200,1968,56,Graduation,Divorced,48800.0,0,0,2020-11-14,74,361,15,392,21,55,423,1267,3,6,4,2,3,0,0,0,0,0,0,0,0
1201,1957,67,Master,Married,125200.0,0,0,2020-11-18,56,576,12,98,48,98,70,902,4,3,5,7,7,0,0,0,0,0,0,0,0
1202,1974,50,Graduation,Together,87400.0,0,1,2020-04-11,77,571,80,377,23,113,38,1202,3,5,2,4,3,0,0,0,0,0,0,0,0
1203,1972,52,Graduation,Married,95600.0,1,1,2020-06-16,2,238,62,69,19,36,17,441,3,2,3,6,4,0,0,0,0,0,0,0,0
1204,1979,45,Graduation,Absurd,50600.0,1,0,2021-07-11,56,363,18,73,30,213,60,757,0,2,3,3,5,0,0,1,0,0,1,1,0
1205,1960,64,Graduation,Widow,58300.0,0,0,2022-06-26,32,2130,128,485,48,10,614,3415,2,5,2,7,5,0,0,1,0,1,0,2,0
1206,1969,55,Master,Single,80900.0,0,1,2022-05-18,6,554,30,1134,73,29,33,1853,2,5,4,8,2,1,0,0,0,1,0,2,0
1207,1953,71,PhD,Single,105800.0,1,0,2022-09-21,3,561,796,63,49,42,43,1554,3,6,1,4,7,0,0,0,0,0,0,0,0
1208,1976,48,Graduation,Single,19600.0,1,1,2022-06-24,38,150,6,51,220,4,48,479,2,3,4,7,2,0,0,0,0,0,0,0,0
1209,1974,50,Graduation,Together,26600.0,0,0,2022-04-28,47,1350,61,1511,42,172,23,3159,4,8,4,6,7,1,0,0,0,1,0,2,0
1210,1974,50,Basic,Married,93800.0,2,0,2021-07-13,73,331,23,248,13,17,636,1268,5,4,1,5,4,0,0,0,0,0,0,0,0
1211,1969,55,Graduation,Together,43800.0,1,0,2021-03-17,78,69,14,69,56,33,148,389,2,2,5,4,6,1,0,0,0,0,0,1,0
1212,1973,51,Graduation,Single,36200.0,0,1,2022-11-15,15,513,23,999,41,75,106,1757,2,5,1,3,4,0,0,0,0,0,1,0,0
1213,1986,38,Graduation,Single,27400.0,0,0,2020-08-21,37,684,44,348,99,552,559,2286,3,4,0,3,4,0,1,0,0,0,0,1,0
1214,1965,59,Master,Married,38300.0,0,0,2021-12-07,3,251,31,208,12,6,345,853,1,2,4,7,4,0,0,0,0,1,0,1,0
1215,1970,54,PhD,Divorced,25500.0,1,0,2022-05-30,3,44,64,26,149,60,51,394,2,6,2,6,2,0,0,0,0,0,0,0,0
1216,1957,67,Graduation,Married,136500.0,0,1,2020-08-15,99,226,69,2140,69,31,51,2586,3,6,2,6,7,0,0,1,0,0,1,1,0
1217,1959,65,Graduation,Together,49500.0,0,2,2021-08-03,26,312,175,253,49,67,37,893,0,2,6,9,3,1,0,0,0,0,0,1,0
1218,1970,54,PhD,Single,48600.0,0,2,2022-09-23,85,241,9,138,130,95,29,642,3,3,1,8,5,0,0,0,0,1,0,1,0
1219,1981,43,PhD,Single,66300.0,1,2,2022-12-15,85,557,9,999,175,52,43,1835,1,4,5,7,7,0,0,0,0,0,0,0,0
1220,1966,58,Graduation,Single,79400.0,0,0,2021-09-23,16,660,30,97,156,37,35,1015,3,4,1,3,3,0,0,0,1,0,1,1,0
1221,1966,58,2n Cycle,Married,78700.0,1,0,2020-04-03,97,263,16,86,11,13,22,411,1,5,4,4,6,0,0,0,0,0,0,0,0
1222,1964,60,Graduation,Married,83700.0,2,0,2021-03-27,95,145,88,96,16,15,14,374,3,6,1,10,2,0,0,0,0,0,0,0,0
1223,1963,61,Graduation,Together,36900.0,0,0,2022-03-20,69,1538,9,122,25,80,159,1933,7,4,4,7,7,0,0,0,0,0,0,0,0
1224,1972,52,2n Cycle,Together,43300.0,0,1,2020-04-22,53,602,16,193,12,12,7,842,0,4,4,10,3,0,0,0,0,1,0,1,0
1225,1952,72,Graduation,Married,72300.0,0,1,2020-01-16,96,706,23,397,23,53,77,1279,5,3,0,3,2,0,0,0,0,0,0,0,0
1226,1983,41,PhD,Single,38800.0,1,0,2021-02-22,7,497,261,55,38,150,145,1146,3,5,1,7,5,0,0,1,0,0,0,1,0
1227,1961,63,Graduation,Together,49900.0,0,1,2021-09-09,52,1064,406,264,25,9,81,1849,0,4,1,4,7,0,0,0,0,0,0,0,0
1228,1976,48,Graduation,Single,60600.0,0,1,2021-03-08,99,256,11,111,43,152,45,618,1,1,9,10,4,0,0,0,0,0,0,0,0
1229,1955,69,Basic,Single,72900.0,0,0,2020-10-08,4,827,7,184,225,147,67,1457,2,1,3,10,4,0,0,0,0,1,0,1,0
1230,1976,48,Graduation,Married,21300.0,0,0,2021-06-07,68,650,13,720,376,43,28,1830,0,3,5,5,5,0,0,0,0,0,0,0,0
1231,1976,48,2n Cycle,Married,70500.0,2,0,2021-08-15,46,679,30,338,68,18,49,1182,3,2,3,7,5,0,0,0,0,0,1,0,0
1232,1973,51,Graduation,Single,44700.0,1,0,2021-11-02,73,120,28,354,215,57,36,810,2,0,3,6,2,0,0,0,0,1,0,1,0
1233,1958,66,Graduation,Together,70200.0,1,1,2020-09-02,39,421,29,116,30,27,29,652,0,4,1,6,9,0,0,0,0,0,0,0,0
1234,1971,53,Graduation,Single,72600.0,0,0,2020-01-16,6,535,81,1721,25,17,193,2572,4,2,2,5,5,0,0,0,0,0,0,0,0
1235,1955,69,PhD,Single,108200.0,0,0,2022-10-15,11,2265,24,432,46,42,140,2949,2,6,4,7,5,0,0,0,0,0,1,0,0
1236,1966,58,Graduation,Single,95800.0,2,2,2022-05-31,93,433,42,151,36,17,50,729,2,2,4,5,3,0,0,0,0,0,1,0,0
1237,1980,44,Master,Divorced,95400.0,0,0,2020-12-25,24,1095,68,707,100,14,60,2044,2,3,3,2,5,0,0,0,1,0,0,1,0
1238,1977,47,Graduation,Together,100000.0,2,0,2020-09-21,27,157,43,384,50,22,32,688,1,3,3,5,6,0,0,0,0,0,1,0,0
1239,1969,55,Basic,Together,57500.0,0,2,2022-02-17,42,191,67,65,270,7,75,675,4,4,0,4,9,0,0,0,0,1,0,1,0
1240,1958,66,Graduation,Together,50800.0,0,0,2022-12-26,76,539,7,237,49,132,45,1009,3,6,1,10,4,0,0,0,0,0,0,0,0
1241,1976,48,Master,Married,76000.0,1,0,2021-04-16,46,561,36,92,23,59,40,811,1,4,3,9,3,0,0,0,0,0,0,0,0
1242,1969,55,Master,Together,71100.0,2,1,2022-10-21,48,205,41,51,28,15,69,409,2,5,1,4,3,0,0,0,0,0,0,0,0
1243,1943,81,Master,Married,43100.0,2,0,2021-12-26,85,909,24,119,22,17,54,1145,0,2,5,6,9,0,0,0,0,0,0,0,0
1244,1977,47,Master,Divorced,60700.0,0,1,2020-05-27,53,309,17,682,102,77,24,1211,1,5,0,2,7,0,0,0,1,0,0,1,0
1245,1968,56,Master,Together,49200.0,0,0,2022-03-24,17,290,51,1003,38,145,136,1663,0,3,3,7,7,0,0,0,0,0,0,0,0
1246,1982,42,PhD,Together,33200.0,0,0,2020-03-27,26,306,33,105,46,33,147,670,4,2,2,7,4,0,0,0,0,0,0,0,0
1247,1956,68,Graduation,Married,92900.0,1,0,2022-06-12,71,1420,32,168,75,27,32,1754,0,4,2,3,9,0,0,0,0,1,0,1,0
1248,1940,84,Graduation,Married,51400.0,1,0,2020-02-08,5,1056,21,917,80,7,2036,4117,3,2,3,4,4,0,0,0,0,0,0,0,0
1249,1972,52,2n Cycle,Married,133700.0,0,1,2022-07-30,74,2554,29,447,163,30,33,3256,5,4,1,13,4,1,0,0,0,0,1,1,0
1250,1972,52,PhD,Together,22900.0,2,1,2020-06-08,92,574,11,309,59,7,94,1054,4,4,4,8,1,0,0,0,0,0,0,0,0
1251,1950,74,Master,Married,38300.0,1,1,2021-10-03,68,2583,17,215,14,9,91,2929,0,4,2,9,6,0,0,0,0,0,0,0,0
1252,1958,66,Graduation,Together,50800.0,1,1,2022-05-29,70,441,11,423,25,138,111,1149,3,7,1,5,6,0,0,0,0,0,0,0,0
1253,1996,28,Graduation,Divorced,86300.0,0,0,2022-04-08,21,348,23,206,30,31,354,992,1,5,2,6,2,0,0,0,0,0,0,0,0
1254,1965,59,Graduation,Divorced,60600.0,0,1,2022-05-05,58,244,46,1077,21,37,40,1465,2,6,4,2,9,0,1,0,0,0,0,1,0
1255,1977,47,PhD,Single,58000.0,2,1,2021-08-15,46,304,80,173,149,50,54,810,3,5,3,3,6,0,0,0,1,0,1,1,0
1256,1961,63,Graduation,Married,29100.0,1,1,2020-08-23,67,287,26,154,33,23,76,599,3,5,0,7,5,1,0,0,0,0,0,1,0
1257,1946,78,Graduation,Divorced,28700.0,1,1,2022-04-09,31,165,25,26,49,31,9,305,2,2,1,2,7,0,0,0,0,0,0,0,0
1258,1967,57,Graduation,Divorced,58400.0,2,1,2020-02-12,82,212,36,623,64,32,59,1026,4,7,6,11,4,0,0,0,0,0,0,0,0
1259,1966,58,Graduation,Married,26000.0,1,0,2021-10-27,96,613,95,63,51,17,74,913,1,3,6,9,8,0,0,0,0,0,1,0,1
1260,1964,60,PhD,Single,38700.0,0,1,2020-12-17,0,210,22,27,59,41,23,382,1,7,3,8,3,0,0,0,0,0,0,0,0
1261,1967,57,Graduation,Married,63600.0,0,0,2022-07-31,53,105,52,167,854,29,613,1820,3,6,4,7,4,0,0,1,0,0,0,1,0
1262,1971,53,Master,Single,31200.0,0,0,2022-01-11,45,68,44,124,92,32,64,424,4,7,1,8,4,0,0,0,0,0,0,0,0
1263,1967,57,Graduation,Absurd,108100.0,0,1,2020-06-29,40,136,21,345,24,37,33,596,2,2,2,11,7,0,0,0,0,0,0,0,0
1264,1955,69,Graduation,Married,90000.0,0,0,2022-06-13,40,151,73,411,66,351,35,1087,2,3,1,3,5,0,0,0,0,0,0,0,0
1265,1974,50,Graduation,Divorced,23500.0,0,0,2020-08-04,7,97,3,70,44,99,19,332,5,3,2,9,9,0,0,0,0,0,0,0,0
1266,1947,77,Graduation,Together,32000.0,0,0,2021-05-13,31,129,105,4381,9,76,21,4721,1,5,3,2,3,0,0,1,0,0,0,1,0
1267,1946,78,Graduation,Widow,16700.0,0,1,2022-06-11,29,426,6,136,3,50,67,688,1,3,0,3,4,0,0,0,0,0,0,0,0
1268,1977,47,Graduation,Together,34300.0,0,0,2022-03-31,45,102,24,37,48,49,77,337,2,4,1,5,6,0,0,0,0,1,0,1,0
1269,1974,50,PhD,Single,72200.0,0,1,2022-12-09,91,179,82,1153,34,25,85,1558,5,5,1,5,4,0,0,0,0,0,0,0,0
1270,1968,56,Graduation,Married,41000.0,0,0,2020-06-10,51,75,18,419,12,119,104,747,1,2,1,7,5,0,0,1,0,0,0,1,0
1271,1953,71,PhD,Married,62400.0,1,0,2022-03-21,95,205,40,304,25,46,81,701,4,5,1,2,5,0,0,0,0,1,0,1,0
1272,1961,63,Master,Married,24100.0,0,0,2021-09-27,88,693,79,108,28,59,602,1569,1,2,0,6,5,0,0,0,0,0,0,0,0
1273,1966,58,Master,Widow,73400.0,0,1,2021-11-26,97,366,293,214,26,25,140,1064,0,3,3,10,11,0,0,0,0,0,0,0,0
1274,1951,73,Graduation,Single,38300.0,1,0,2021-03-29,60,365,28,30,56,11,17,507,0,6,2,8,3,0,0,1,0,0,0,1,0
1275,1960,64,Graduation,Single,50300.0,1,2,2021-11-13,96,349,37,145,52,122,52,757,2,4,3,2,6,0,0,0,0,0,0,0,0
1276,1976,48,Graduation,Divorced,47800.0,0,2,2020-12-10,12,116,31,3208,110,36,17,3518,2,1,2,6,8,0,0,0,1,1,0,2,0
1277,1984,40,Graduation,Married,27200.0,1,1,2020-06-05,88,214,21,64,169,16,48,532,2,4,1,6,7,0,0,0,0,0,0,0,0
1278,1964,60,Basic,Together,28800.0,2,1,2022-11-11,39,410,6,218,88,44,11,777,2,5,3,7,9,0,0,0,0,0,0,0,0
1279,1977,47,Graduation,Married,79600.0,1,0,2020-08-21,60,962,13,64,24,30,44,1137,2,3,4,10,6,0,0,0,0,0,0,0,0
1280,1947,77,Graduation,Married,60600.0,0,0,2022-12-22,43,510,30,120,53,207,47,967,2,5,2,5,6,0,0,0,0,0,0,0,0
1281,1976,48,PhD,Married,82800.0,1,1,2022-11-10,61,883,47,80,14,24,20,1068,5,4,6,5,4,0,0,0,0,0,0,0,0
1282,1960,64,PhD,Together,58400.0,0,1,2021-02-01,43,145,139,308,26,53,52,723,3,2,3,2,5,0,0,0,0,0,0,0,0
1283,1972,52,PhD,Married,53600.0,0,1,2021-12-16,47,106,24,243,7,115,35,530,1,4,3,3,7,0,0,0,0,0,0,0,0
1284,1966,58,Graduation,Married,21800.0,2,1,2021-12-20,73,58,191,43,25,65,14,396,2,3,4,5,5,0,0,0,0,0,0,0,0
1285,1983,41,Graduation,Married,43900.0,0,2,2020-10-29,58,787,9,206,23,58,139,1222,2,4,0,3,5,0,0,0,0,0,1,0,0
1286,1959,65,PhD,Married,49400.0,1,0,2021-04-28,56,106,38,217,96,18,35,510,2,5,3,4,8,0,0,0,0,0,0,0,0
1287,1975,49,Graduation,Widow,127700.0,0,1,2020-07-29,94,1108,29,276,26,43,188,1670,3,4,4,9,3,0,0,0,0,0,0,0,0
1288,1965,59,Graduation,Single,69500.0,2,1,2020-10-26,10,252,10,501,54,55,66,938,1,7,3,5,6,0,0,0,0,0,1,0,0
1289,1967,57,Graduation,Widow,104500.0,1,1,2021-06-08,24,2014,12,1148,35,43,42,3294,1,6,3,4,2,0,0,0,0,0,0,0,0
1290,1966,58,Graduation,Together,66600.0,0,0,2021-02-08,60,248,20,114,29,191,23,625,2,1,2,2,5,0,0,0,0,0,0,0,0
1291,1959,65,Graduation,Married,35500.0,1,1,2020-12-21,45,226,19,131,17,24,15,432,1,6,2,2,3,0,0,0,0,0,0,0,0
1292,1968,56,Graduation,Single,52900.0,0,1,2020-11-09,53,375,12,161,60,32,62,702,2,3,2,4,8,0,0,0,0,0,0,0,0
1293,1968,56,PhD,Married,56000.0,0,0,2020-06-03,33,244,74,63,36,780,75,1272,3,3,0,4,4,0,0,0,1,0,0,1,0
1294,1971,53,PhD,Married,31900.0,1,1,2020-12-28,83,508,17,63,14,82,20,704,1,4,2,6,6,0,0,0,0,0,0,0,0
1295,1969,55,Master,Married,41600.0,0,0,2022-10-08,6,132,10,347,48,11,15,563,2,3,0,6,5,0,0,0,0,0,0,0,0
1296,1977,47,Graduation,Married,45300.0,1,2,2022-08-08,96,413,22,1704,60,55,107,2361,4,2,7,2,5,0,0,0,0,0,1,0,0
1297,1979,45,Graduation,Married,108100.0,0,0,2022-07-08,61,240,20,106,282,85,123,856,5,3,0,4,7,0,0,0,0,0,0,0,0
1298,1957,67,Graduation,Married,18400.0,0,0,2021-10-23,56,253,222,2623,19,10,18,3145,5,2,3,6,9,0,0,0,0,0,1,0,0
1299,1978,46,PhD,Single,89200.0,2,0,2021-10-09,98,153,25,132,33,26,48,417,4,8,5,3,4,0,0,0,0,0,0,0,0
1300,1955,69,PhD,Married,31900.0,0,1,2020-11-05,92,821,10,728,10,8,85,1662,2,7,5,5,7,1,0,0,0,0,0,1,0
1301,1975,49,Graduation,Married,25900.0,1,0,2022-06-19,75,224,222,290,23,41,14,814,5,7,1,7,1,0,0,0,0,0,0,0,0
1302,1975,49,2n Cycle,Single,88100.0,1,1,2020-05-19,4,920,74,257,20,11,28,1310,3,5,2,1,4,0,0,0,0,0,0,0,0
